token_address,receiver,amount
0x0000000000000000000000000000000000000404,0x9b4861e73bd3b4bfb1b26fc288a41e7d5271d8a1,20.1768
0x0000000000000000000000000000000000000404,0x83822f68269e618ddb98d13c5b382332884dbbe8,773.234
0x0000000000000000000000000000000000000404,0xa1264689beb901126c8c15dc08d8d435aa2dee4e,73.0743
0x0000000000000000000000000000000000000404,0x726277fa11635f0d50fd36e021219b4660225fb9,45138.5
0x0000000000000000000000000000000000000404,0x972f0a9e96da7ed8de78947cf6b77f70ed909ddb,1580.9
0x0000000000000000000000000000000000000404,0x7dc4d034502f296ade5ce0c7396087b9940c7e17,168.566
0x0000000000000000000000000000000000000404,0xbf5dfc355d21ae88c80fa15e84e7c0287fbcd328,2698.38
0x0000000000000000000000000000000000000404,0x6508cf6ff0bdf6865f8760cfb007edc2ecfbe5bc,11499.6
0x0000000000000000000000000000000000000404,0xa8ed90c4c6d9eec89ebc73024a8c263eeb41da60,717.022
0x0000000000000000000000000000000000000404,0x476707bbf45b782ca86f7df40f8b07274ac990cd,18117
0x0000000000000000000000000000000000000404,0x6fad4e7cd7fd66757f8e0a3b8227116377dc2c9c,5463.03
0x0000000000000000000000000000000000000404,0xb62d0f26cee350c515191a53b6531cfc5ba323f9,1219.35
0x0000000000000000000000000000000000000404,0x5b2bc1809302238ac65ed9bb824437a4a6b979a5,20901.3
0x0000000000000000000000000000000000000404,0x9cb9a822209f544ac1fad4494d99e2adafed1d94,67105.1
0x0000000000000000000000000000000000000404,0x3eae1403f114c5ed1bc64ad120420b7bbe286071,17.3938
0x0000000000000000000000000000000000000404,0x96bef12ef51c33df12a6dd137e687ea316f93091,465.276
0x0000000000000000000000000000000000000404,0x91fc7d653a8d2e5bba9a84f8fd057f85a5fe7aa7,112.979
0x0000000000000000000000000000000000000404,0xbcd96fe2ea923edd3b6c9657a216c6d5574b3ae0,19326.4
0x0000000000000000000000000000000000000404,0xd93e82b9969cc9a016bc58f5d1d7f83918fd9c79,7.730567601
0x0000000000000000000000000000000000000404,0x50d84a38eed106d692840a20a20aba6df6890d52,439.346
0x0000000000000000000000000000000000000404,0x892a59e8e12c3f85c8108f9b14c84f8ae6c56d32,50047.7
0x0000000000000000000000000000000000000404,0xc49f2f72d1e59e5f52d13e1c86f563d85b3db1fd,248.368
0x0000000000000000000000000000000000000404,0x0cf776d57e0223f47ed3a101927bb78d41ad8a13,7868.63
0x0000000000000000000000000000000000000404,0x850c3f267fdb0d9a1a93354ccc107a2d08c0d4cd,0.115958514
0x0000000000000000000000000000000000000404,0x14f8680954cd0b4f31111aebf3b2e20e953aac5d,8882.8
0x0000000000000000000000000000000000000404,0x13783f40743729a5180a200a07dd8c6c0ea14bb6,30337.7
0x0000000000000000000000000000000000000404,0x513921f8bef694c7a2957e9a368e3098b179a614,2848.55
0x0000000000000000000000000000000000000404,0xd0358eeca4a708224f1594bbaabaf0e071d5132f,39309.9
0x0000000000000000000000000000000000000404,0x6a4535fa9e16eb3c9102fc59e91102b1643248c8,10942.3
0x0000000000000000000000000000000000000404,0x9007182b4223fe90cdd00a4b3353aa67a230a735,5550.78
0x0000000000000000000000000000000000000404,0x6e9dcc05c020172e35aaa8f394cf414ef8f23cf6,10802.4
0x0000000000000000000000000000000000000404,0x851d0b422a47d44650ee247f6cd6a6e37331d94c,4230.7
0x0000000000000000000000000000000000000404,0x05fe6c2e4bda41f00f24c6b449734c2415fdcda9,18074.9
0x0000000000000000000000000000000000000404,0x362eae279e50fb03b1c0a0a369c6da6b12a5b919,0.019326419
0x0000000000000000000000000000000000000404,0xdd6e73730ab61dd74de048b5346a61f0cb645700,2395.83
0x0000000000000000000000000000000000000404,0xe2a238e4c6cbef7483199df5b82e112fdac21da7,182.296
0x0000000000000000000000000000000000000404,0xa9c124dd74d0fed6a7f6bfbcefbd5703e853bcf3,1196.69
0x0000000000000000000000000000000000000404,0xc1c3d0cd8c23bdec19b7f8d2601cc3b3b35c2629,73093.8
0x0000000000000000000000000000000000000404,0x96497526150174f946baa57a22558e70e4235517,9061.36
0x0000000000000000000000000000000000000404,0xf8a22b371161d63b1a17f0aace7a953df3ebed80,53.5056
0x0000000000000000000000000000000000000404,0x65f9880279b5301f461b0f8d2a665787e779fa35,7734.83
0x0000000000000000000000000000000000000404,0x99934615148074b7d4202ae8c371bcaa23b0a843,1274.69
0x0000000000000000000000000000000000000404,0xa533b6772593ce2a4519beed6b7dff0c69f17374,149890
0x0000000000000000000000000000000000000404,0x819833b76649ef57d84c2ae667c81ee34da9b512,176.815
0x0000000000000000000000000000000000000404,0x1d685424dd0807dfdfebd7f887b855a875e118f2,19256.8
0x0000000000000000000000000000000000000404,0x52a99cc5cb2925104648e9fcdf8625e341fb348c,19326.4
0x0000000000000000000000000000000000000404,0xd4ad220e09fb7c7663af22dabd02f1c303b2ad39,12794.1
0x0000000000000000000000000000000000000404,0xdedecb27539ab653feb95b05c8420a9d5d9e554e,867.331
0x0000000000000000000000000000000000000404,0x1472dcfde6312b9306be95ac98cd59a4e1f39b72,109085
0x0000000000000000000000000000000000000404,0x79a8ae72102ec9ef2c48d5ccf851646aaa2e8525,11499.2
0x0000000000000000000000000000000000000404,0x9f94db5c889e7304663b72b395c0a35506eaf4af,3382.12
0x0000000000000000000000000000000000000404,0x31a0afe966205539269b1d4cf5e4cb580950aa9e,7120
0x0000000000000000000000000000000000000404,0x103152b1fe48c9ea3edcbbdb028e8e8498040bc5,1.9326419002
0x0000000000000000000000000000000000000404,0xb57ddc186c1afe6be1e05d4f2ec339ff03876c7d,11905.6
0x0000000000000000000000000000000000000404,0xf2f3fafedebe0dc1e93ddfffd769c9f0ff7b7a71,0.07566165176
0x0000000000000000000000000000000000000404,0x654535cf96bd6b97107701eba5ee123a97fe3430,2297.07
0x0000000000000000000000000000000000000404,0x5e2ea6f2d48fb282cb71f71151ca678526fea8cc,5348.6
0x0000000000000000000000000000000000000404,0xeca0116c9dcef5c65e9c9f0d7172c43a9be681ca,6570.98
0x0000000000000000000000000000000000000404,0x795c4f87a2066470679111b5b6fe8f247734ea31,0.1160265466
0x0000000000000000000000000000000000000404,0x0cd3f580ee47ecb18930c81bd8ab2b539b4ce3b2,175.87
0x0000000000000000000000000000000000000404,0x3c6d95527f6843c91602e91e97e6133311436508,224.747
0x0000000000000000000000000000000000000404,0x6ed5b4a55f294ed175a51f049d911b8c22b60079,7177
0x0000000000000000000000000000000000000404,0x0ec1daea7f40bce5c522c7458596abb3092ff9e2,828.487
0x0000000000000000000000000000000000000404,0x18c30cc8b8411f35f5fc1b5ea3f76567afd61aa5,51787.1
0x0000000000000000000000000000000000000404,0x586970b8fc75f519cfc9675314a11ca36d605a13,576.677
0x0000000000000000000000000000000000000404,0x0e55c72781acd923c4e3e7ad9bb8363de15ef204,7.7332044269
0x0000000000000000000000000000000000000404,0xd7d7cb9b4c75e28e2c86dc8e789232e26fa7dfa7,510.435
0x0000000000000000000000000000000000000404,0xa116bf19fdb9e91d5fc400abff91bc485bfe8b29,1755.11
0x0000000000000000000000000000000000000404,0xdd99d5aee27d6e47a0b538f1e2f9104f7c60000a,0.154611352
0x0000000000000000000000000000000000000404,0xdf803eb84ed6ff54a46818825b58adbc40d812f3,68943.5
0x0000000000000000000000000000000000000404,0x8a40da117a3f1f2d95cdfb1dcf3cf477a2b70ae5,1148.72
0x0000000000000000000000000000000000000404,0x278bd76ef225eb7c72155251a7071a6567ba4bd4,1723.23
0x0000000000000000000000000000000000000404,0x853b3c155ce9f58d53d8361ec200274d11071398,5457.88
0x0000000000000000000000000000000000000404,0x5b63cec873f98e50062541eb136567f0462bfc54,1275.12
0x0000000000000000000000000000000000000404,0xf4b88608ba19df20815015df57acc9328f1ee2f3,28989.6
0x0000000000000000000000000000000000000404,0xa16eb6a11676341c07b50d78917a37a421caec2f,0.154611352
0x0000000000000000000000000000000000000404,0x3b4bf02cc9054c2f36acd23d042020d80bce6034,5.5346312011
0x0000000000000000000000000000000000000404,0x88a39b052d477cfde47600a7c9950a441ce61cb4,19.3264
0x0000000000000000000000000000000000000404,0xd625b46dbcf7d4d4639312acc0518facc2338f7b,23574
0x0000000000000000000000000000000000000404,0x6af2c466ad49ec17412c3b51a7cc759cfbddebb9,5230.75
0x0000000000000000000000000000000000000404,0xe853955ebb69f9744258a5554b4fda7b7d502105,20360.4
0x0000000000000000000000000000000000000404,0x0f6150957a2eaee017ec52e2cbcba56854d08d2a,22803.2
0x0000000000000000000000000000000000000404,0xeb965ad19588f48f805465d25c6ae0aa60a46398,2462.36
0x0000000000000000000000000000000000000404,0xa5bb292801bd357cd8f19e47fd4d44deb7396bd4,82601.2
0x0000000000000000000000000000000000000404,0x011e3d8a6146849c628207284f64d35dfa52de06,2251.27
0x0000000000000000000000000000000000000404,0x7b4f36be233bb45d3020ebbfba7144d6309f6104,0.1957463844
0x0000000000000000000000000000000000000404,0x68a0e137814cdb50e445824ef6af5a5bf9b8bd8d,41.1266
0x0000000000000000000000000000000000000404,0x9e6d8f604f0710e91148b8be62efa2f0d0aa6fdb,138386
0x0000000000000000000000000000000000000404,0x0533916aa9221ce7b112c7d88083c782ec42ce5d,391.386
0x0000000000000000000000000000000000000404,0x178d8546c5f78e01133858958355b06ec3406a1a,7936.42
0x0000000000000000000000000000000000000404,0x3514e887b79852b89d1cc05276b4ab31047c641f,154.611
0x0000000000000000000000000000000000000404,0xb70601144b469a495c7ee4dc49a859283d19868d,6827.78
0x0000000000000000000000000000000000000404,0x579224938415d56f8616f7583765b7c73c7b0610,10351.7
0x0000000000000000000000000000000000000404,0xbc6e0fbd9c9854fede1a7d7b218da852a364a942,2703.94
0x0000000000000000000000000000000000000404,0x0f25837044826d0d20a6f0a2b08ffe924e2d012f,6701.64
0x0000000000000000000000000000000000000404,0x5ebdfe236a8a75cc379ac2ad8cd754ee38297477,36.7299
0x0000000000000000000000000000000000000404,0x90b1162aad277cf3de9b5df69719bea1793d0892,4176.68
0x0000000000000000000000000000000000000404,0x193cd2fb8a6610d2e6cc797890ee430de92e5b26,13641.1
0x0000000000000000000000000000000000000404,0xe33ca1c5690bf537b5aba3e026eda704e9c75b07,0.001985161927
0x0000000000000000000000000000000000000404,0xe4a9a79d776f375a0de93c7335e8013dbdc4f587,0.309222704
0x0000000000000000000000000000000000000404,0xc84485f8119723f18182699e73ac942c7456e3c4,5436.48
0x0000000000000000000000000000000000000404,0x62bbf67f98b2b4a7db12a7a5226981b04f2da702,13313.5
0x0000000000000000000000000000000000000404,0x524a88a05e02cfb61429e0b3c2ecb8c4e532ea61,1871.63
0x0000000000000000000000000000000000000404,0x17dbdff445f9b59f8b1e231e9a499443276cb416,762.148
0x0000000000000000000000000000000000000404,0xb25165e01a7d74b72794855404a9a422c2b97426,5215.52
0x0000000000000000000000000000000000000404,0xc4be38e6cd90977059a2e9632fa5121017f6528e,99.4687
0x0000000000000000000000000000000000000404,0xcbb01fbfc80dc4e7242fa5bb25581b6f0b2a503e,83.1036
0x0000000000000000000000000000000000000404,0x22b7daf3f356462c196bc99a471d11e1ea0b16b6,752.266
0x0000000000000000000000000000000000000404,0x3986befb9c8d477e4295436875c0b14102beac92,0.270569866
0x0000000000000000000000000000000000000404,0x75e8b62bbbe007fafd8ad9d3018d3bc8f5772403,57.9793
0x0000000000000000000000000000000000000404,0xa57e5e748bb4ba9c74ddca7d0f31d3ab9af31ae0,385.357
0x0000000000000000000000000000000000000404,0x1870135cf59bb056c732b86c21920317efcc3518,115.959
0x0000000000000000000000000000000000000404,0x8496ab98601f4200f0617eb5c634761cdfc1fe84,546.501
0x0000000000000000000000000000000000000404,0x62b775368126b9e2e9da0172b252e11ae2e73263,0.9469945311
0x0000000000000000000000000000000000000404,0x761c178c62e221dea6d7f411c6c5e36f8e59df69,80.1626
0x0000000000000000000000000000000000000404,0x1da47b74e5ba7e9c7b0ac14e23988913607954ce,9901.11
0x0000000000000000000000000000000000000404,0x2ab006819d56236a827a4799a93cc0f4474ec577,11166.8
0x0000000000000000000000000000000000000404,0xd44eaeb6d0921b00d090ffeb37e6eafb54d0a580,0.577473401
0x0000000000000000000000000000000000000404,0xf32a403a1dc01eb44b6aad0ff1c31aaff62bce30,18292.4
0x0000000000000000000000000000000000000404,0xcdee11332606f67b34ae210f5dd933f5e37c88eb,2103.18
0x0000000000000000000000000000000000000404,0xa02f873cc0cc3c573c3512672164d9e723c8d699,5759.83
0x0000000000000000000000000000000000000404,0xb96b4429d522a210ecc3d1b2d3b0f4026588c340,1932.64
0x0000000000000000000000000000000000000404,0xd3c156703591d155ee5002977cd0182b06e7172d,2432.39
0x0000000000000000000000000000000000000404,0x7350e52d35f39572069f22ae7c3fa6090bcb88f0,17570
0x0000000000000000000000000000000000000404,0x1be8ce85d5763e67b37a0817fd99a33ce9b83800,51308
0x0000000000000000000000000000000000000404,0x7f382ed964cb464931938cb8cf6a7babaff72e90,4415.9
0x0000000000000000000000000000000000000404,0xa05c32ace8d81a7f16559b310b17f59be105f9dd,14731.1
0x0000000000000000000000000000000000000404,0xa45f9b4180a803e2c44050083c8e9bc164d273ca,1316.54
0x0000000000000000000000000000000000000404,0x2d831cb8963ec6ba7ac09593359a4beb59b7b891,278.687
0x0000000000000000000000000000000000000404,0x3d993e447786032d8d0d1129d56bc1b344142afb,15729.8
0x0000000000000000000000000000000000000404,0x984cfc43f7081613afe6139ff1d533b7b5e0e025,18688.6
0x0000000000000000000000000000000000000404,0xc517caed2343e86bf09f9fcd0e69af51993d924d,0.038652838
0x0000000000000000000000000000000000000404,0x4d42d04cfde176ccadc86ebaed18dbf248526255,3658.49
0x0000000000000000000000000000000000000404,0x97de953cde13fd813ac6bf8e3ad8735cc18a74b7,58855
0x0000000000000000000000000000000000000404,0x5dd68958e07cec3f65489db8983ad737c37e0646,79409.1
0x0000000000000000000000000000000000000404,0x29eceeafdfff73e125c2fb93cde3e6bb6f1b602c,1715.84
0x0000000000000000000000000000000000000404,0x92df38db6a02f00a4f3e825ee55483d14cfd37b0,1606.15
0x0000000000000000000000000000000000000404,0xc1c8f6ef43b39c279417e361969d535f2a20b92e,44973.6
0x0000000000000000000000000000000000000404,0x9c96e543b2e2d5854f9cbff4221dae111af472ee,628.732
0x0000000000000000000000000000000000000404,0x0e94f579ced169c40b5562db55472943a4157727,8148.12
0x0000000000000000000000000000000000000404,0x0e085f5400177ff12cd455419a477f5e4d4076b0,286.167
0x0000000000000000000000000000000000000404,0x7a30e64ef6d0e802607a3b64b120f864f1e4f7e6,6814.49
0x0000000000000000000000000000000000000404,0xa1c12e9cc1521fa15c58b60d3eacf6c63786c001,12869.5
0x0000000000000000000000000000000000000404,0xcb1bedf29b61c1448f57a8805b401d91cff5e7ca,0.173937771
0x0000000000000000000000000000000000000404,0xf1896a250e2bf4e751bafe29a8317a565d1c37bf,0.019326419
0x0000000000000000000000000000000000000404,0x9ae643f37fd8b5a754949905d912de06e4a5a04b,9870.54
0x0000000000000000000000000000000000000404,0xe7f4dbab83e7bc844b3c196dbb32382d1a7e0142,1277.63
0x0000000000000000000000000000000000000404,0x93613b142517290a52b1843db54000c5f8d0acab,699.353
0x0000000000000000000000000000000000000404,0xa767f06faed20d35db46247e3681fede7ca70196,420.291
0x0000000000000000000000000000000000000404,0x8dc6217f3bce427bd32b8fa7f3acbb73b69dcd96,2611.32
0x0000000000000000000000000000000000000404,0x14a2a2eb1977e82e2c8258c6c7ac850817b09b9e,6574.7
0x0000000000000000000000000000000000000404,0x61fd367a11f9b1535897e91c065e7a264c5ee6e3,143.996
0x0000000000000000000000000000000000000404,0xfe7a88ec995863d296b66dfa52a3b2adce4e27d0,0.309222704
0x0000000000000000000000000000000000000404,0x4c8accd7324dcbcfa855450ee3fbd1ebf4b9159d,7.696699744
0x0000000000000000000000000000000000000404,0x594bfcb2151c5866be4a87cadb23888f46f7c29a,0.9544540233
0x0000000000000000000000000000000000000404,0x2cdc001ea87149210328d292cc84c250b4995dc2,4770.05
0x0000000000000000000000000000000000000404,0xae60a3f8dc9444b798cc4eabffb3cfb887e7e7e0,1747.92
0x0000000000000000000000000000000000000404,0x20ce6a8f48c3c761378659bece90c8552fb28709,11942.3
